season_test,model,epoch,train_loss,val_loss,lr
1,pytorch_deep_resnet,0,5.977983442636637,0.0,0.001
1,pytorch_deep_resnet,1,1.071763242666538,0.0,0.001
1,pytorch_deep_resnet,2,0.762051828778707,0.0,0.001
1,pytorch_deep_resnet,3,0.6779075689040698,0.0,0.001
1,pytorch_deep_resnet,4,0.6361542023145236,0.0,0.001
1,pytorch_deep_resnet,5,0.4992108413806328,0.0,0.001
1,pytorch_deep_resnet,6,0.4615877540065692,0.0,0.001
1,pytorch_deep_resnet,7,0.4733862257920779,0.0,0.001
1,pytorch_deep_resnet,8,0.3933014130363098,0.0,0.001
1,pytorch_deep_resnet,9,0.4032520600236379,0.0,0.001
1,pytorch_deep_resnet,10,0.36983154943356145,0.0,0.001
1,pytorch_deep_resnet,11,0.391839854992353,0.0,0.001
1,pytorch_deep_resnet,12,0.2874123167533141,0.0,0.001
1,pytorch_deep_resnet,13,0.343498625434362,0.0,0.001
1,pytorch_deep_resnet,14,0.3185113708560283,0.0,0.001
1,pytorch_deep_resnet,15,0.3114051497899569,0.0,0.001
1,pytorch_deep_resnet,16,0.32521075640733427,0.0,0.001
1,pytorch_deep_resnet,17,0.31025953132372636,0.0,0.001
1,pytorch_deep_resnet,18,0.29859392115703,0.0,0.001
1,pytorch_deep_resnet,19,0.2857050540355536,0.0,0.001
1,pytorch_deep_resnet,20,0.2832924035879282,0.0,0.001
1,pytorch_deep_resnet,21,0.26639030845119405,0.0,0.001
1,pytorch_deep_resnet,22,0.2999253763029209,0.0,0.001
1,pytorch_deep_resnet,23,0.33283751285993135,0.0,0.001
1,pytorch_deep_resnet,24,0.27211074703014815,0.0,0.001
1,pytorch_deep_resnet,25,0.2905667323905688,0.0,0.001
1,pytorch_deep_resnet,26,0.27894377078001314,0.0,0.001
1,pytorch_deep_resnet,27,0.2564694285392761,0.0,0.001
1,pytorch_deep_resnet,28,0.26384042318050677,0.0,0.001
1,pytorch_deep_resnet,29,0.22441090127596489,0.0,0.001
1,pytorch_deep_resnet,30,0.24272255785763264,0.0,0.001
1,pytorch_deep_resnet,31,0.25355604749459487,0.0,0.001
1,pytorch_deep_resnet,32,0.2635376126720355,0.0,0.001
1,pytorch_deep_resnet,33,0.2410311165910501,0.0,0.001
1,pytorch_deep_resnet,34,0.241924573882268,0.0,0.001
1,pytorch_deep_resnet,35,0.21742262032169563,0.0,0.001
1,pytorch_deep_resnet,36,0.2439821631862567,0.0,0.001
1,pytorch_deep_resnet,37,0.22303519369317934,0.0,0.001
1,pytorch_deep_resnet,38,0.22631539519016558,0.0,0.001
1,pytorch_deep_resnet,39,0.23450317004552254,0.0,0.001
1,pytorch_deep_resnet,40,0.24617362996706596,0.0,0.001
1,pytorch_deep_resnet,41,0.21429330826951906,0.0,0.001
1,pytorch_deep_resnet,42,0.19905145451999628,0.0,0.001
1,pytorch_deep_resnet,43,0.20024718745396689,0.0,0.001
1,pytorch_deep_resnet,44,0.20996960940269324,0.0,0.001
1,pytorch_deep_resnet,45,0.21483416396837968,0.0,0.001
1,pytorch_deep_resnet,46,0.17305561584921983,0.0,0.001
1,pytorch_deep_resnet,47,0.2142082667694642,0.0,0.001
1,pytorch_deep_resnet,48,0.17126274280823195,0.0,0.001
1,pytorch_deep_resnet,49,0.18138227210595056,0.0,0.001
1,pytorch_deep_resnet,50,0.19795516677773917,0.0,0.001
1,pytorch_deep_resnet,51,0.17329595481547025,0.0,0.001
1,pytorch_deep_resnet,52,0.20608806896668214,0.0,0.001
1,pytorch_deep_resnet,53,0.1996623114324533,0.0,0.001
1,pytorch_deep_resnet,54,0.17429252771230844,0.0,0.001
1,pytorch_deep_resnet,55,0.19983299492070308,0.0,0.001
1,pytorch_deep_resnet,56,0.16733799244348818,0.0,0.001
1,pytorch_deep_resnet,57,0.17019926498715693,0.0,0.001
1,pytorch_deep_resnet,58,0.17192907889301962,0.0,0.001
1,pytorch_deep_resnet,59,0.1836525431046119,0.0,0.001
1,pytorch_deep_resnet,60,0.1588262660572162,0.0,0.001
1,pytorch_deep_resnet,61,0.16429311868089896,0.0,0.001
1,pytorch_deep_resnet,62,0.17129761037918237,0.0,0.001
1,pytorch_deep_resnet,63,0.1539818449662282,0.0,0.001
1,pytorch_deep_resnet,64,0.17171705456880423,0.0,0.001
1,pytorch_deep_resnet,65,0.15453789984950653,0.0,0.001
1,pytorch_deep_resnet,66,0.1552312970161438,0.0,0.001
1,pytorch_deep_resnet,67,0.18042584967154723,0.0,0.001
1,pytorch_deep_resnet,68,0.16178121804617918,0.0,0.001
1,pytorch_deep_resnet,69,0.14536270269980797,0.0,0.001
1,pytorch_deep_resnet,70,0.14885676766817385,0.0,0.001
1,pytorch_deep_resnet,71,0.14921417101644552,0.0,0.001
1,pytorch_deep_resnet,72,0.1458624667273118,0.0,0.001
1,pytorch_deep_resnet,73,0.1228017251078899,0.0,0.001
1,pytorch_deep_resnet,74,0.1472097924695565,0.0,0.001
1,pytorch_deep_resnet,75,0.14672363750063455,0.0,0.001
1,pytorch_deep_resnet,76,0.1285932698788551,0.0,0.001
1,pytorch_deep_resnet,77,0.13691755584799326,0.0,0.001
1,pytorch_deep_resnet,78,0.1427173148124264,0.0,0.001
1,pytorch_deep_resnet,79,0.13311360805080488,0.0,0.001
1,pytorch_deep_resnet,80,0.13865248257151017,0.0,0.001
1,pytorch_deep_resnet,81,0.12709966932351774,0.0,0.001
1,pytorch_deep_resnet,82,0.13051176758912894,0.0,0.001
1,pytorch_deep_resnet,83,0.13104182596390063,0.0,0.001
1,pytorch_deep_resnet,84,0.11184385934701332,0.0,0.001
1,pytorch_deep_resnet,85,0.11836821514253433,0.0,0.001
1,pytorch_deep_resnet,86,0.12882393942429468,0.0,0.001
1,pytorch_deep_resnet,87,0.10562301326829654,0.0,0.001
1,pytorch_deep_resnet,88,0.12471793892864998,0.0,0.001
1,pytorch_deep_resnet,89,0.10755113540933682,0.0,0.001
1,pytorch_deep_resnet,90,0.11463482677936554,0.0,0.001
1,pytorch_deep_resnet,91,0.120706729304332,0.0,0.001
1,pytorch_deep_resnet,92,0.11867759949885882,0.0,0.001
1,pytorch_deep_resnet,93,0.10702464185081996,0.0,0.001
1,pytorch_deep_resnet,94,0.10744161058503848,0.0,0.001
1,pytorch_deep_resnet,95,0.10398951860574576,0.0,0.001
1,pytorch_deep_resnet,96,0.09325728465158206,0.0,0.001
1,pytorch_deep_resnet,97,0.09535430343105243,0.0,0.001
1,pytorch_deep_resnet,98,0.10018992610275745,0.0,0.001
1,pytorch_deep_resnet,99,0.10475979630763714,0.0,0.001
1,pytorch_attention_net,0,7.619539517622727,0.0,0.001
1,pytorch_attention_net,1,5.71159133544335,0.0,0.001
1,pytorch_attention_net,2,2.0004977205624948,0.0,0.001
1,pytorch_attention_net,3,0.4771084613524951,0.0,0.001
1,pytorch_attention_net,4,0.4283859168107693,0.0,0.001
1,pytorch_attention_net,5,0.3491684782963533,0.0,0.001
1,pytorch_attention_net,6,0.33273402601480484,0.0,0.001
1,pytorch_attention_net,7,0.34903016457190883,0.0,0.001
1,pytorch_attention_net,8,0.304619536950038,0.0,0.001
1,pytorch_attention_net,9,0.26192183104845196,0.0,0.001
1,pytorch_attention_net,10,0.34569511447961515,0.0,0.001
1,pytorch_attention_net,11,0.2943249224470212,0.0,0.001
1,pytorch_attention_net,12,0.3375924645135036,0.0,0.001
1,pytorch_attention_net,13,0.2942294071500118,0.0,0.001
1,pytorch_attention_net,14,0.26009329694968003,0.0,0.001
1,pytorch_attention_net,15,0.275725642649027,0.0,0.001
1,pytorch_attention_net,16,0.25099613345586336,0.0,0.001
1,pytorch_attention_net,17,0.2681680080982355,0.0,0.001
1,pytorch_attention_net,18,0.25008073964944255,0.0,0.001
1,pytorch_attention_net,19,0.2692524561515221,0.0,0.001
1,pytorch_attention_net,20,0.2557107966679793,0.0,0.001
1,pytorch_attention_net,21,0.23565285223034713,0.0,0.001
1,pytorch_attention_net,22,0.2738448433004893,0.0,0.001
1,pytorch_attention_net,23,0.24863837544734663,0.0,0.001
1,pytorch_attention_net,24,0.2288849221972319,0.0,0.001
1,pytorch_attention_net,25,0.23795437354307908,0.0,0.001
1,pytorch_attention_net,26,0.25225847128492135,0.0,0.001
1,pytorch_attention_net,27,0.2170130513035334,0.0,0.001
1,pytorch_attention_net,28,0.23456847151884666,0.0,0.001
1,pytorch_attention_net,29,0.2554890610850774,0.0,0.001
1,pytorch_attention_net,30,0.22734936957175916,0.0,0.001
1,pytorch_attention_net,31,0.2218182350580509,0.0,0.001
1,pytorch_attention_net,32,0.2184118154243781,0.0,0.001
1,pytorch_attention_net,33,0.21227234315413696,0.0,0.001
1,pytorch_attention_net,34,0.21135433476704818,0.0,0.001
1,pytorch_attention_net,35,0.23821485357788894,0.0,0.001
1,pytorch_attention_net,36,0.21958660706877708,0.0,0.001
1,pytorch_attention_net,37,0.2246504549223643,0.0,0.001
1,pytorch_attention_net,38,0.19803297634308153,0.0,0.001
1,pytorch_attention_net,39,0.194717733332744,0.0,0.001
1,pytorch_attention_net,40,0.2202803581379927,0.0,0.001
1,pytorch_attention_net,41,0.1868609101153337,0.0,0.001
1,pytorch_attention_net,42,0.22599060976734528,0.0,0.001
1,pytorch_attention_net,43,0.1995096504688263,0.0,0.001
1,pytorch_attention_net,44,0.18043219183499998,0.0,0.001
1,pytorch_attention_net,45,0.20655908406927034,0.0,0.001
1,pytorch_attention_net,46,0.17206859388030493,0.0,0.001
1,pytorch_attention_net,47,0.19950394790906173,0.0,0.001
1,pytorch_attention_net,48,0.19937894264092812,0.0,0.001
1,pytorch_attention_net,49,0.192998117265793,0.0,0.001
1,pytorch_attention_net,50,0.18101532871906573,0.0,0.001
1,pytorch_attention_net,51,0.17343284791478744,0.0,0.001
1,pytorch_attention_net,52,0.1944390907883644,0.0,0.001
1,pytorch_attention_net,53,0.16061233987028783,0.0,0.001
1,pytorch_attention_net,54,0.1672564633190632,0.0,0.001
1,pytorch_attention_net,55,0.17509607282968667,0.0,0.001
1,pytorch_attention_net,56,0.1773994040603821,0.0,0.001
1,pytorch_attention_net,57,0.17604564330898798,0.0,0.001
1,pytorch_attention_net,58,0.16196446507596052,0.0,0.001
1,pytorch_attention_net,59,0.16902653930278924,0.0,0.001
1,pytorch_attention_net,60,0.17520252443276918,0.0,0.001
1,pytorch_attention_net,61,0.1577023117301556,0.0,0.001
1,pytorch_attention_net,62,0.16254832968115807,0.0,0.001
1,pytorch_attention_net,63,0.1463990344737585,0.0,0.001
1,pytorch_attention_net,64,0.17196751271302885,0.0,0.001
1,pytorch_attention_net,65,0.14019502813999468,0.0,0.001
1,pytorch_attention_net,66,0.14563605905725405,0.0,0.001
1,pytorch_attention_net,67,0.14466053591324732,0.0,0.001
1,pytorch_attention_net,68,0.1432193433149503,0.0,0.001
1,pytorch_attention_net,69,0.15358084626495838,0.0,0.001
1,pytorch_attention_net,70,0.1419725389434741,0.0,0.001
1,pytorch_attention_net,71,0.13801673928705546,0.0,0.001
1,pytorch_attention_net,72,0.14522415170302758,0.0,0.001
1,pytorch_attention_net,73,0.1306336221213524,0.0,0.001
1,pytorch_attention_net,74,0.1338365635333153,0.0,0.001
1,pytorch_attention_net,75,0.13697501845084703,0.0,0.001
1,pytorch_attention_net,76,0.1288633017012706,0.0,0.001
1,pytorch_attention_net,77,0.15043157897889614,0.0,0.001
1,pytorch_attention_net,78,0.13967156037688255,0.0,0.001
1,pytorch_attention_net,79,0.119245583907916,0.0,0.001
1,pytorch_attention_net,80,0.11981479436732255,0.0,0.001
1,pytorch_attention_net,81,0.1118538614649039,0.0,0.001
1,pytorch_attention_net,82,0.12978133809967682,0.0,0.001
1,pytorch_attention_net,83,0.11983308898141751,0.0,0.001
1,pytorch_attention_net,84,0.1264409256669191,0.0,0.001
1,pytorch_attention_net,85,0.1193667991230121,0.0,0.001
1,pytorch_attention_net,86,0.10608788737310813,0.0,0.001
1,pytorch_attention_net,87,0.13013293178608784,0.0,0.001
1,pytorch_attention_net,88,0.12014446221292019,0.0,0.001
1,pytorch_attention_net,89,0.13110009437570205,0.0,0.001
1,pytorch_attention_net,90,0.12018545559392525,0.0,0.001
1,pytorch_attention_net,91,0.1077249669111692,0.0,0.001
1,pytorch_attention_net,92,0.10930815883553945,0.0,0.001
1,pytorch_attention_net,93,0.10466409617891678,0.0,0.001
1,pytorch_attention_net,94,0.10704907001211093,0.0,0.001
1,pytorch_attention_net,95,0.10679560484221348,0.0,0.001
1,pytorch_attention_net,96,0.1049853007380779,0.0,0.001
1,pytorch_attention_net,97,0.11293826323862259,0.0,0.001
1,pytorch_attention_net,98,0.11103741652690448,0.0,0.001
1,pytorch_attention_net,99,0.1034837901019133,0.0,0.001
1,pytorch_uncertainty_net,0,4.096795366360591,0.0,0.001
1,pytorch_uncertainty_net,1,2.6506929947779727,0.0,0.001
1,pytorch_uncertainty_net,2,1.8151504489091725,0.0,0.001
1,pytorch_uncertainty_net,3,1.3780617943176856,0.0,0.001
1,pytorch_uncertainty_net,4,1.0424033036598792,0.0,0.001
1,pytorch_uncertainty_net,5,0.9699761684124286,0.0,0.001
1,pytorch_uncertainty_net,6,0.8924258488875169,0.0,0.001
1,pytorch_uncertainty_net,7,0.9376607560194455,0.0,0.001
1,pytorch_uncertainty_net,8,1.0630624271356142,0.0,0.001
1,pytorch_uncertainty_net,9,0.8828645302699163,0.0,0.001
1,pytorch_uncertainty_net,10,0.7571698690836246,0.0,0.001
1,pytorch_uncertainty_net,11,0.7496506159122174,0.0,0.001
1,pytorch_uncertainty_net,12,0.7833164999118218,0.0,0.001
1,pytorch_uncertainty_net,13,0.7172436439074003,0.0,0.001
1,pytorch_uncertainty_net,14,0.8287769899918482,0.0,0.001
1,pytorch_uncertainty_net,15,0.7073136934867272,0.0,0.001
1,pytorch_uncertainty_net,16,0.7336736630934936,0.0,0.001
1,pytorch_uncertainty_net,17,0.718048135821636,0.0,0.001
1,pytorch_uncertainty_net,18,0.7552793117669913,0.0,0.001
1,pytorch_uncertainty_net,19,0.7451834094065887,0.0,0.001
1,pytorch_uncertainty_net,20,0.616275511108912,0.0,0.001
1,pytorch_uncertainty_net,21,0.8801966710732534,0.0,0.001
1,pytorch_uncertainty_net,22,0.6424898894933554,0.0,0.001
1,pytorch_uncertainty_net,23,0.6844237160224181,0.0,0.001
1,pytorch_uncertainty_net,24,0.7148014719669635,0.0,0.001
1,pytorch_uncertainty_net,25,0.6789027051283762,0.0,0.001
1,pytorch_uncertainty_net,26,0.6291667899260154,0.0,0.001
1,pytorch_uncertainty_net,27,0.7152915700123861,0.0,0.001
1,pytorch_uncertainty_net,28,0.676908552646637,0.0,0.001
1,pytorch_uncertainty_net,29,0.6157595641337908,0.0,0.001
1,pytorch_uncertainty_net,30,0.6321750248853977,0.0,0.001
1,pytorch_uncertainty_net,31,0.5613612074118394,0.0,0.001
1,pytorch_uncertainty_net,32,0.6742590854947383,0.0,0.001
1,pytorch_uncertainty_net,33,0.5895055968027848,0.0,0.001
1,pytorch_uncertainty_net,34,0.6117191658570216,0.0,0.001
1,pytorch_uncertainty_net,35,0.5535781618494254,0.0,0.001
1,pytorch_uncertainty_net,36,0.5486170110794214,0.0,0.001
1,pytorch_uncertainty_net,37,0.5984131338504645,0.0,0.001
1,pytorch_uncertainty_net,38,0.5538306465515723,0.0,0.001
1,pytorch_uncertainty_net,39,0.6064166203141212,0.0,0.001
1,pytorch_uncertainty_net,40,0.5069564632498301,0.0,0.001
1,pytorch_uncertainty_net,41,0.5297741488768504,0.0,0.001
1,pytorch_uncertainty_net,42,0.5512634040071414,0.0,0.001
1,pytorch_uncertainty_net,43,0.5226345302966925,0.0,0.001
1,pytorch_uncertainty_net,44,0.5762515744337668,0.0,0.001
1,pytorch_uncertainty_net,45,0.5561395339094676,0.0,0.001
1,pytorch_uncertainty_net,46,0.4847487962016693,0.0,0.001
1,pytorch_uncertainty_net,47,0.5202717437193944,0.0,0.001
1,pytorch_uncertainty_net,48,0.5178372378532703,0.0,0.001
1,pytorch_uncertainty_net,49,0.5180705573696357,0.0,0.001
1,pytorch_uncertainty_net,50,0.5412086248397827,0.0,0.001
1,pytorch_uncertainty_net,51,0.5362628790048453,0.0,0.001
1,pytorch_uncertainty_net,52,0.4638341814279556,0.0,0.001
1,pytorch_uncertainty_net,53,0.4499496032412236,0.0,0.001
1,pytorch_uncertainty_net,54,0.4814970063475462,0.0,0.001
1,pytorch_uncertainty_net,55,0.4058254524492301,0.0,0.001
1,pytorch_uncertainty_net,56,0.5016788347409322,0.0,0.001
1,pytorch_uncertainty_net,57,0.49179278772610885,0.0,0.001
1,pytorch_uncertainty_net,58,0.40539429594690984,0.0,0.001
1,pytorch_uncertainty_net,59,0.5365200375135128,0.0,0.001
1,pytorch_uncertainty_net,60,0.42440104713806737,0.0,0.001
1,pytorch_uncertainty_net,61,0.43391570534843665,0.0,0.001
1,pytorch_uncertainty_net,62,0.44721366035250515,0.0,0.001
1,pytorch_uncertainty_net,63,0.5250595710598506,0.0,0.001
1,pytorch_uncertainty_net,64,0.4085515428764316,0.0,0.001
1,pytorch_uncertainty_net,65,0.3733199003797311,0.0,0.001
1,pytorch_uncertainty_net,66,0.39288644091441083,0.0,0.001
1,pytorch_uncertainty_net,67,0.4975124325316686,0.0,0.001
1,pytorch_uncertainty_net,68,0.36442116647958755,0.0,0.001
1,pytorch_uncertainty_net,69,0.42137002228544307,0.0,0.001
1,pytorch_uncertainty_net,70,0.4053587947900479,0.0,0.001
1,pytorch_uncertainty_net,71,0.39752486692025113,0.0,0.001
1,pytorch_uncertainty_net,72,0.4210396403303513,0.0,0.001
1,pytorch_uncertainty_net,73,0.34479597354164493,0.0,0.001
1,pytorch_uncertainty_net,74,0.3013480208957425,0.0,0.001
1,pytorch_uncertainty_net,75,0.4545792884981403,0.0,0.001
1,pytorch_uncertainty_net,76,0.32338909131403154,0.0,0.001
1,pytorch_uncertainty_net,77,0.30452104242375266,0.0,0.001
1,pytorch_uncertainty_net,78,0.43346920795738697,0.0,0.001
1,pytorch_uncertainty_net,79,0.3630314263013693,0.0,0.001
1,pytorch_uncertainty_net,80,0.3740035765446149,0.0,0.001
1,pytorch_uncertainty_net,81,0.34116708329663825,0.0,0.001
1,pytorch_uncertainty_net,82,0.36441050126002383,0.0,0.001
1,pytorch_uncertainty_net,83,0.3499630027665542,0.0,0.001
1,pytorch_uncertainty_net,84,0.3205720455600665,0.0,0.001
1,pytorch_uncertainty_net,85,0.3179092685190531,0.0,0.001
1,pytorch_uncertainty_net,86,0.29299215950931495,0.0,0.001
1,pytorch_uncertainty_net,87,0.3203596491366625,0.0,0.001
1,pytorch_uncertainty_net,88,0.29473312113147515,0.0,0.001
1,pytorch_uncertainty_net,89,0.29321737666256154,0.0,0.001
1,pytorch_uncertainty_net,90,0.2816581219578019,0.0,0.001
1,pytorch_uncertainty_net,91,0.30810304458897847,0.0,0.001
1,pytorch_uncertainty_net,92,0.3109754803948678,0.0,0.001
1,pytorch_uncertainty_net,93,0.2935761287808418,0.0,0.001
1,pytorch_uncertainty_net,94,0.2961796930489632,0.0,0.001
1,pytorch_uncertainty_net,95,0.22393356822431087,0.0,0.001
1,pytorch_uncertainty_net,96,0.26298029204973805,0.0,0.001
1,pytorch_uncertainty_net,97,0.2655365021469501,0.0,0.001
1,pytorch_uncertainty_net,98,0.3032970752996894,0.0,0.001
1,pytorch_uncertainty_net,99,0.30177683612475026,0.0,0.001
2,pytorch_deep_resnet,0,6.918993142934946,0.0,0.001
2,pytorch_deep_resnet,1,1.590991267791161,0.0,0.001
2,pytorch_deep_resnet,2,0.7589323497735537,0.0,0.001
2,pytorch_deep_resnet,3,0.6820423614520293,0.0,0.001
2,pytorch_deep_resnet,4,0.616196469618724,0.0,0.001
2,pytorch_deep_resnet,5,0.47876898371256316,0.0,0.001
2,pytorch_deep_resnet,6,0.5087149085906836,0.0,0.001
2,pytorch_deep_resnet,7,0.48356000735209537,0.0,0.001
2,pytorch_deep_resnet,8,0.4917983894164746,0.0,0.001
2,pytorch_deep_resnet,9,0.4194488496734546,0.0,0.001
2,pytorch_deep_resnet,10,0.39846180895200145,0.0,0.001
2,pytorch_deep_resnet,11,0.4039754672692372,0.0,0.001
2,pytorch_deep_resnet,12,0.46582221870238966,0.0,0.001
2,pytorch_deep_resnet,13,0.40466130582185894,0.0,0.001
2,pytorch_deep_resnet,14,0.3792596465119949,0.0,0.001
2,pytorch_deep_resnet,15,0.3699827045202255,0.0,0.001
2,pytorch_deep_resnet,16,0.327433311022245,0.0,0.001
2,pytorch_deep_resnet,17,0.33987963658112746,0.0,0.001
2,pytorch_deep_resnet,18,0.3864352468114633,0.0,0.001
2,pytorch_deep_resnet,19,0.34558156992380434,0.0,0.001
2,pytorch_deep_resnet,20,0.3610437936507739,0.0,0.001
2,pytorch_deep_resnet,21,0.3359813472399345,0.0,0.001
2,pytorch_deep_resnet,22,0.2943018743625054,0.0,0.001
2,pytorch_deep_resnet,23,0.3175320075108455,0.0,0.001
2,pytorch_deep_resnet,24,0.3152838974044873,0.0,0.001
2,pytorch_deep_resnet,25,0.2913017963560728,0.0,0.001
2,pytorch_deep_resnet,26,0.33850712844958675,0.0,0.001
2,pytorch_deep_resnet,27,0.285879448056221,0.0,0.001
2,pytorch_deep_resnet,28,0.274614732999068,0.0,0.001
2,pytorch_deep_resnet,29,0.301445226256664,0.0,0.001
2,pytorch_deep_resnet,30,0.31642039636006725,0.0,0.001
2,pytorch_deep_resnet,31,0.25544091772574645,0.0,0.001
2,pytorch_deep_resnet,32,0.2910026489542081,0.0,0.001
2,pytorch_deep_resnet,33,0.29101046232076794,0.0,0.001
2,pytorch_deep_resnet,34,0.2728600673950635,0.0,0.001
2,pytorch_deep_resnet,35,0.29642988512149226,0.0,0.001
2,pytorch_deep_resnet,36,0.28569450773871863,0.0,0.001
2,pytorch_deep_resnet,37,0.22535881285484022,0.0,0.001
2,pytorch_deep_resnet,38,0.2754824972496583,0.0,0.001
2,pytorch_deep_resnet,39,0.2466415946300213,0.0,0.001
2,pytorch_deep_resnet,40,0.25421276688575745,0.0,0.001
2,pytorch_deep_resnet,41,0.2718614058998915,0.0,0.001
2,pytorch_deep_resnet,42,0.26267465834434217,0.0,0.001
2,pytorch_deep_resnet,43,0.21494091187532133,0.0,0.001
2,pytorch_deep_resnet,44,0.2630448430203475,0.0,0.001
2,pytorch_deep_resnet,45,0.21931426083812347,0.0,0.001
2,pytorch_deep_resnet,46,0.24075338932184073,0.0,0.001
2,pytorch_deep_resnet,47,0.22352654372270292,0.0,0.001
2,pytorch_deep_resnet,48,0.23200445650861815,0.0,0.001
2,pytorch_deep_resnet,49,0.24402685921925765,0.0,0.001
2,pytorch_deep_resnet,50,0.23032114640451395,0.0,0.001
2,pytorch_deep_resnet,51,0.23547363940339822,0.0,0.001
2,pytorch_deep_resnet,52,0.20460702278293097,0.0,0.001
2,pytorch_deep_resnet,53,0.2094540730691873,0.0,0.001
2,pytorch_deep_resnet,54,0.24689892249611708,0.0,0.001
2,pytorch_deep_resnet,55,0.19429890668162933,0.0,0.001
2,pytorch_deep_resnet,56,0.2036023005270041,0.0,0.001
2,pytorch_deep_resnet,57,0.22537890248573744,0.0,0.001
2,pytorch_deep_resnet,58,0.2124589948126903,0.0,0.001
2,pytorch_deep_resnet,59,0.1976174250818216,0.0,0.001
2,pytorch_deep_resnet,60,0.17366788650934512,0.0,0.001
2,pytorch_deep_resnet,61,0.18860861487113512,0.0,0.001
2,pytorch_deep_resnet,62,0.20689342084985513,0.0,0.001
2,pytorch_deep_resnet,63,0.18894739506336358,0.0,0.001
2,pytorch_deep_resnet,64,0.20575915592221114,0.0,0.001
2,pytorch_deep_resnet,65,0.19232037147650352,0.0,0.001
2,pytorch_deep_resnet,66,0.19519778083150202,0.0,0.001
2,pytorch_deep_resnet,67,0.14515967265917704,0.0,0.001
2,pytorch_deep_resnet,68,0.17940222586576754,0.0,0.001
2,pytorch_deep_resnet,69,0.16736943102799928,0.0,0.001
2,pytorch_deep_resnet,70,0.19051855000165793,0.0,0.001
2,pytorch_deep_resnet,71,0.16940257956202215,0.0,0.001
2,pytorch_deep_resnet,72,0.1674311295724832,0.0,0.001
2,pytorch_deep_resnet,73,0.17629509619795358,0.0,0.001
2,pytorch_deep_resnet,74,0.15925466125974289,0.0,0.001
2,pytorch_deep_resnet,75,0.14066602991750607,0.0,0.001
2,pytorch_deep_resnet,76,0.1883028782904148,0.0,0.001
